file,filename,model,domain,condition,iteration,corpus_type,is_partial,word_count,file_size_kb,issues,source
E:\Research paper\output\gemini_policy_drafts\DPDP status quo iteration 4 gemini.txt,DPDP status quo iteration 4 gemini.txt,Gemini,Data Protection,Status Quo,4.0,Primary,False,874,5.36,none,ai_draft
E:\Research paper\output\gemini_policy_drafts\DPDP status quo iteration 5 gemini.txt,DPDP status quo iteration 5 gemini.txt,Gemini,Data Protection,Status Quo,5.0,Primary,False,857,5.25,none,ai_draft
E:\Research paper\output\gemini_policy_drafts\DPDP status quo iteration 6 gemini.txt,DPDP status quo iteration 6 gemini.txt,Gemini,Data Protection,Status Quo,6.0,Primary,False,1004,6.2,none,ai_draft
E:\Research paper\output\gemini_policy_drafts\DPDP status quo iteration 7 gemini.txt,DPDP status quo iteration 7 gemini.txt,Gemini,Data Protection,Status Quo,7.0,Primary,False,1096,6.58,none,ai_draft
E:\Research paper\output\gemini_policy_drafts\DPDP status quo iteration 8 gemini.txt,DPDP status quo iteration 8 gemini.txt,Gemini,Data Protection,Status Quo,8.0,Primary,False,1032,6.3,none,ai_draft
E:\Research paper\output\gemini_policy_drafts\DPDP status quo iteration 9 gemini.txt,DPDP status quo iteration 9 gemini.txt,Gemini,Data Protection,Status Quo,9.0,Primary,False,929,5.67,none,ai_draft
E:\Research paper\output\gemini_policy_drafts\DPDP unconstrained iteration 1.txt,DPDP unconstrained iteration 1.txt,Gemini,Data Protection,Unconstrained,1.0,Primary,False,811,5.07,none,ai_draft
E:\Research paper\output\gemini_policy_drafts\DPDP unconstrained iteration 10 gemini.txt,DPDP unconstrained iteration 10 gemini.txt,Gemini,Data Protection,Unconstrained,10.0,Primary,False,966,6.04,none,ai_draft
E:\Research paper\output\gemini_policy_drafts\DPDP unconstrained iteration 2 gemini.txt,DPDP unconstrained iteration 2 gemini.txt,Gemini,Data Protection,Unconstrained,2.0,Primary,False,963,5.96,none,ai_draft
E:\Research paper\output\gemini_policy_drafts\DPDP unconstrained iteration 3 gemini.txt,DPDP unconstrained iteration 3 gemini.txt,Gemini,Data Protection,Unconstrained,3.0,Primary,False,901,5.58,none,ai_draft
E:\Research paper\output\gemini_policy_drafts\DPDP unconstrained iteration 4 gemini.txt,DPDP unconstrained iteration 4 gemini.txt,Gemini,Data Protection,Unconstrained,4.0,Primary,False,964,6.03,none,ai_draft
E:\Research paper\output\gemini_policy_drafts\DPDP unconstrained iteration 5 gemini.txt,DPDP unconstrained iteration 5 gemini.txt,Gemini,Data Protection,Unconstrained,5.0,Primary,False,695,4.31,none,ai_draft
E:\Research paper\output\gemini_policy_drafts\DPDP unconstrained iteration 6 gemini.txt,DPDP unconstrained iteration 6 gemini.txt,Gemini,Data Protection,Unconstrained,6.0,Primary,False,838,5.18,none,ai_draft
E:\Research paper\output\gemini_policy_drafts\DPDP unconstrained iteration 7 gemini.txt,DPDP unconstrained iteration 7 gemini.txt,Gemini,Data Protection,Unconstrained,7.0,Primary,False,867,5.37,none,ai_draft
E:\Research paper\output\gemini_policy_drafts\DPDP unconstrained iteration 8 gemini_.txt,DPDP unconstrained iteration 8 gemini_.txt,Gemini,Data Protection,Unconstrained,8.0,Primary,False,1028,6.43,none,ai_draft
E:\Research paper\output\gemini_policy_drafts\DPDP unconstrained iteration 9 gemini.txt,DPDP unconstrained iteration 9 gemini.txt,Gemini,Data Protection,Unconstrained,9.0,Primary,False,921,5.71,none,ai_draft
E:\Research paper\output\gemini_policy_drafts\National innovation iteration 1 gemini.txt,National innovation iteration 1 gemini.txt,Gemini,National Security,Innovation,1.0,Primary,False,633,4.2,none,ai_draft
E:\Research paper\output\gemini_policy_drafts\National innovation iteration 10 gemini.txt,National innovation iteration 10 gemini.txt,Gemini,National Security,Innovation,10.0,Primary,False,773,5.06,none,ai_draft
E:\Research paper\output\gemini_policy_drafts\National innovation iteration 2 gemini.txt,National innovation iteration 2 gemini.txt,Gemini,National Security,Innovation,2.0,Primary,False,776,5.2,none,ai_draft
E:\Research paper\output\gemini_policy_drafts\National innovation iteration 3 gemini.txt,National innovation iteration 3 gemini.txt,Gemini,National Security,Innovation,3.0,Primary,False,792,5.27,none,ai_draft
E:\Research paper\output\gemini_policy_drafts\National innovation iteration 4 gemini.txt,National innovation iteration 4 gemini.txt,Gemini,National Security,Innovation,4.0,Primary,False,823,5.62,none,ai_draft
E:\Research paper\output\gemini_policy_drafts\National innovation iteration 5 gemini.txt,National innovation iteration 5 gemini.txt,Gemini,National Security,Innovation,5.0,Primary,False,704,4.77,none,ai_draft
E:\Research paper\output\gemini_policy_drafts\National innovation iteration 6 gemini.txt,National innovation iteration 6 gemini.txt,Gemini,National Security,Innovation,6.0,Primary,False,894,6.04,none,ai_draft
E:\Research paper\output\gemini_policy_drafts\National innovation iteration 7 gemini.txt,National innovation iteration 7 gemini.txt,Gemini,National Security,Innovation,7.0,Primary,False,733,5.03,none,ai_draft
E:\Research paper\output\gemini_policy_drafts\National innovation iteration 8 gemini.txt,National innovation iteration 8 gemini.txt,Gemini,National Security,Innovation,8.0,Primary,False,740,4.84,none,ai_draft
E:\Research paper\output\gemini_policy_drafts\National innovation iteration 9 gemini.txt,National innovation iteration 9 gemini.txt,Gemini,National Security,Innovation,9.0,Primary,False,798,5.38,none,ai_draft
E:\Research paper\output\gemini_policy_drafts\National status quo iteration 1 gemini.txt,National status quo iteration 1 gemini.txt,Gemini,National Security,Status Quo,1.0,Primary,False,1197,7.18,none,ai_draft
E:\Research paper\output\gemini_policy_drafts\National status quo iteration 10 gemini.txt,National status quo iteration 10 gemini.txt,Gemini,National Security,Status Quo,10.0,Primary,False,1218,7.29,none,ai_draft
E:\Research paper\output\gemini_policy_drafts\National status quo iteration 2 gemini.txt,National status quo iteration 2 gemini.txt,Gemini,National Security,Status Quo,2.0,Primary,False,759,4.77,none,ai_draft
E:\Research paper\output\gemini_policy_drafts\National status quo iteration 3 gemini.txt,National status quo iteration 3 gemini.txt,Gemini,National Security,Status Quo,3.0,Primary,False,1239,7.47,none,ai_draft
E:\Research paper\output\gemini_policy_drafts\National status quo iteration 4 gemini.txt,National status quo iteration 4 gemini.txt,Gemini,National Security,Status Quo,4.0,Primary,False,825,4.97,none,ai_draft
E:\Research paper\output\gemini_policy_drafts\National status quo iteration 5 gemini.txt,National status quo iteration 5 gemini.txt,Gemini,National Security,Status Quo,5.0,Primary,False,974,5.98,none,ai_draft
E:\Research paper\output\gemini_policy_drafts\National status quo iteration 6 gemini.txt,National status quo iteration 6 gemini.txt,Gemini,National Security,Status Quo,6.0,Primary,False,1230,7.3,none,ai_draft
E:\Research paper\output\gemini_policy_drafts\National status quo iteration 7 gemini.txt,National status quo iteration 7 gemini.txt,Gemini,National Security,Status Quo,7.0,Primary,False,1402,8.33,none,ai_draft
E:\Research paper\output\gemini_policy_drafts\National status quo iteration 8 gemini.txt,National status quo iteration 8 gemini.txt,Gemini,National Security,Status Quo,8.0,Primary,False,1090,6.54,none,ai_draft
E:\Research paper\output\gemini_policy_drafts\National status quo iteration 9 gemini.txt,National status quo iteration 9 gemini.txt,Gemini,National Security,Status Quo,9.0,Primary,False,1080,6.59,none,ai_draft
E:\Research paper\output\gemini_policy_drafts\National unconstrained iteration 1 gemini.txt,National unconstrained iteration 1 gemini.txt,Gemini,National Security,Unconstrained,1.0,Primary,False,745,4.71,none,ai_draft
E:\Research paper\output\gemini_policy_drafts\National unconstrained iteration 10 gemini.txt,National unconstrained iteration 10 gemini.txt,Gemini,National Security,Unconstrained,10.0,Primary,False,891,5.67,none,ai_draft
E:\Research paper\output\gemini_policy_drafts\National unconstrained iteration 2 gemini.txt,National unconstrained iteration 2 gemini.txt,Gemini,National Security,Unconstrained,2.0,Primary,False,750,4.9,none,ai_draft
E:\Research paper\output\gemini_policy_drafts\National unconstrained iteration 3 gemini.txt,National unconstrained iteration 3 gemini.txt,Gemini,National Security,Unconstrained,3.0,Primary,False,686,4.5,none,ai_draft
E:\Research paper\output\gemini_policy_drafts\National unconstrained iteration 4 gemini.txt,National unconstrained iteration 4 gemini.txt,Gemini,National Security,Unconstrained,4.0,Primary,False,851,5.38,none,ai_draft
E:\Research paper\output\gemini_policy_drafts\National unconstrained iteration 5 gemini.txt,National unconstrained iteration 5 gemini.txt,Gemini,National Security,Unconstrained,5.0,Primary,False,662,4.23,none,ai_draft
E:\Research paper\output\gemini_policy_drafts\National unconstrained iteration 6 gemini.txt,National unconstrained iteration 6 gemini.txt,Gemini,National Security,Unconstrained,6.0,Primary,False,655,4.45,none,ai_draft
E:\Research paper\output\gemini_policy_drafts\National unconstrained iteration 7 gemini.txt,National unconstrained iteration 7 gemini.txt,Gemini,National Security,Unconstrained,7.0,Primary,False,957,6.12,none,ai_draft
E:\Research paper\output\gemini_policy_drafts\National unconstrained iteration 8 gemini.txt,National unconstrained iteration 8 gemini.txt,Gemini,National Security,Unconstrained,8.0,Primary,False,816,5.29,none,ai_draft
E:\Research paper\output\gemini_policy_drafts\National unconstrained iteration 9 gemini.txt,National unconstrained iteration 9 gemini.txt,Gemini,National Security,Unconstrained,9.0,Primary,False,919,5.84,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\Air innovation iteration 1 sarvam.txt,Air innovation iteration 1 sarvam.txt,Sarvam,Air Pollution,Innovation,1.0,Supplementary,False,2599,16.59,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\Air innovation iteration 10 sarvam.txt,Air innovation iteration 10 sarvam.txt,Sarvam,Air Pollution,Innovation,10.0,Supplementary,False,2166,14.09,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\Air innovation iteration 2 sarvam.txt,Air innovation iteration 2 sarvam.txt,Sarvam,Air Pollution,Innovation,2.0,Supplementary,False,1454,9.8,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\Air innovation iteration 3 sarvam.txt,Air innovation iteration 3 sarvam.txt,Sarvam,Air Pollution,Innovation,3.0,Supplementary,False,1436,9.43,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\Air innovation iteration 4 sarvam.txt,Air innovation iteration 4 sarvam.txt,Sarvam,Air Pollution,Innovation,4.0,Supplementary,False,1880,12.5,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\Air innovation iteration 6 sarvam.txt,Air innovation iteration 6 sarvam.txt,Sarvam,Air Pollution,Innovation,6.0,Supplementary,False,2040,13.0,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\Air innovation iteration 7 sarvam.txt,Air innovation iteration 7 sarvam.txt,Sarvam,Air Pollution,Innovation,7.0,Supplementary,False,1827,11.62,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\Air innovation iteration 9 sarvam.txt,Air innovation iteration 9 sarvam.txt,Sarvam,Air Pollution,Innovation,9.0,Supplementary,False,2385,15.5,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\Air status quo iteration 1 sarvam.txt,Air status quo iteration 1 sarvam.txt,Sarvam,Air Pollution,Status Quo,1.0,Supplementary,False,2333,14.69,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\Air status quo iteration 10 sarvam.txt,Air status quo iteration 10 sarvam.txt,Sarvam,Air Pollution,Status Quo,10.0,Supplementary,False,2278,14.42,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\Air status quo iteration 2 sarvam.txt,Air status quo iteration 2 sarvam.txt,Sarvam,Air Pollution,Status Quo,2.0,Supplementary,False,1917,12.53,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\Air status quo iteration 3 sarvam.txt,Air status quo iteration 3 sarvam.txt,Sarvam,Air Pollution,Status Quo,3.0,Supplementary,False,3146,19.97,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\Air status quo iteration 4 sarvam.txt,Air status quo iteration 4 sarvam.txt,Sarvam,Air Pollution,Status Quo,4.0,Supplementary,False,2124,13.51,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\Air status quo iteration 5 sarvam.txt,Air status quo iteration 5 sarvam.txt,Sarvam,Air Pollution,Status Quo,5.0,Supplementary,False,2266,14.45,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\Air status quo iteration 6 sarvam.txt,Air status quo iteration 6 sarvam.txt,Sarvam,Air Pollution,Status Quo,6.0,Supplementary,False,1275,8.63,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\Air status quo iteration 8 sarvam.txt,Air status quo iteration 8 sarvam.txt,Sarvam,Air Pollution,Status Quo,8.0,Supplementary,False,2227,14.04,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\Air status quo iteration 9 sarvam.txt,Air status quo iteration 9 sarvam.txt,Sarvam,Air Pollution,Status Quo,9.0,Supplementary,False,88,0.56,under_3KB|refusal_detected|very_short_output,ai_draft
E:\Research paper\output\sarvam_policy_drafts\Air unconstrained iteration 1 sarvam.txt,Air unconstrained iteration 1 sarvam.txt,Sarvam,Air Pollution,Unconstrained,1.0,Supplementary,False,2106,13.15,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\Air unconstrained iteration 10 sarvam.txt,Air unconstrained iteration 10 sarvam.txt,Sarvam,Air Pollution,Unconstrained,10.0,Supplementary,False,1959,12.65,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\Air unconstrained iteration 2 sarvam.txt,Air unconstrained iteration 2 sarvam.txt,Sarvam,Air Pollution,Unconstrained,2.0,Supplementary,False,2452,15.66,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\Air unconstrained iteration 3 sarvam.txt,Air unconstrained iteration 3 sarvam.txt,Sarvam,Air Pollution,Unconstrained,3.0,Supplementary,False,1971,13.26,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\Air unconstrained iteration 4 sarvam.txt,Air unconstrained iteration 4 sarvam.txt,Sarvam,Air Pollution,Unconstrained,4.0,Supplementary,False,1501,9.09,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\Air unconstrained iteration 5 sarvam.txt,Air unconstrained iteration 5 sarvam.txt,Sarvam,Air Pollution,Unconstrained,5.0,Supplementary,False,2025,12.61,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\Air unconstrained iteration 7 sarvam.txt,Air unconstrained iteration 7 sarvam.txt,Sarvam,Air Pollution,Unconstrained,7.0,Supplementary,False,2200,14.45,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\Air unconstrained iteration 8 sarvam.txt,Air unconstrained iteration 8 sarvam.txt,Sarvam,Air Pollution,Unconstrained,8.0,Supplementary,False,1962,12.59,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\Air unconstrained iteration 9 sarvam.txt,Air unconstrained iteration 9 sarvam.txt,Sarvam,Air Pollution,Unconstrained,9.0,Supplementary,False,1369,9.17,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\DPDP innovation iteration 1 sarvam.txt,DPDP innovation iteration 1 sarvam.txt,Sarvam,Data Protection,Innovation,1.0,Supplementary,False,3129,20.45,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\DPDP innovation iteration 10 sarvam.txt,DPDP innovation iteration 10 sarvam.txt,Sarvam,Data Protection,Innovation,10.0,Supplementary,False,2579,16.92,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\DPDP innovation iteration 4 sarvam.txt,DPDP innovation iteration 4 sarvam.txt,Sarvam,Data Protection,Innovation,4.0,Supplementary,False,3261,22.21,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\DPDP innovation iteration 5 sarvam.txt,DPDP innovation iteration 5 sarvam.txt,Sarvam,Data Protection,Innovation,5.0,Supplementary,False,3404,22.57,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\DPDP innovation iteration 6 sarvam.txt,DPDP innovation iteration 6 sarvam.txt,Sarvam,Data Protection,Innovation,6.0,Supplementary,False,1702,11.56,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\DPDP innovation iteration 7 sarvam.txt,DPDP innovation iteration 7 sarvam.txt,Sarvam,Data Protection,Innovation,7.0,Supplementary,False,1373,9.38,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\DPDP innovation iteration 8 sarvam.txt,DPDP innovation iteration 8 sarvam.txt,Sarvam,Data Protection,Innovation,8.0,Supplementary,False,2560,17.55,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\DPDP innovation iteration 9 sarvam.txt,DPDP innovation iteration 9 sarvam.txt,Sarvam,Data Protection,Innovation,9.0,Supplementary,False,2647,17.86,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\DPDP status quo iteration 1 sarvam.txt,DPDP status quo iteration 1 sarvam.txt,Sarvam,Data Protection,Status Quo,1.0,Supplementary,False,3142,19.01,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\DPDP status quo iteration 10 sarvam.txt,DPDP status quo iteration 10 sarvam.txt,Sarvam,Data Protection,Status Quo,10.0,Supplementary,False,2068,12.63,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\DPDP status quo iteration 2 sarvam.txt,DPDP status quo iteration 2 sarvam.txt,Sarvam,Data Protection,Status Quo,2.0,Supplementary,False,2330,14.86,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\DPDP status quo iteration 3 sarvam.txt,DPDP status quo iteration 3 sarvam.txt,Sarvam,Data Protection,Status Quo,3.0,Supplementary,False,2679,16.52,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\DPDP status quo iteration 4 sarvam.txt,DPDP status quo iteration 4 sarvam.txt,Sarvam,Data Protection,Status Quo,4.0,Supplementary,False,2188,13.49,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\DPDP status quo iteration 5 sarvam.txt,DPDP status quo iteration 5 sarvam.txt,Sarvam,Data Protection,Status Quo,5.0,Supplementary,False,3587,22.04,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\DPDP status quo iteration 6 sarvam.txt,DPDP status quo iteration 6 sarvam.txt,Sarvam,Data Protection,Status Quo,6.0,Supplementary,False,1722,10.52,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\DPDP status quo iteration 7 sarvam.txt,DPDP status quo iteration 7 sarvam.txt,Sarvam,Data Protection,Status Quo,7.0,Supplementary,False,2175,13.61,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\DPDP status quo iteration 8 sarvam.txt,DPDP status quo iteration 8 sarvam.txt,Sarvam,Data Protection,Status Quo,8.0,Supplementary,False,2754,16.84,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\DPDP status quo iteration 9 sarvam.txt,DPDP status quo iteration 9 sarvam.txt,Sarvam,Data Protection,Status Quo,9.0,Supplementary,False,1991,12.21,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\DPDP unconstrained iteration 1 sarvam.txt,DPDP unconstrained iteration 1 sarvam.txt,Sarvam,Data Protection,Unconstrained,1.0,Supplementary,False,3325,21.22,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\DPDP unconstrained iteration 10 sarvam.txt,DPDP unconstrained iteration 10 sarvam.txt,Sarvam,Data Protection,Unconstrained,10.0,Supplementary,False,3235,19.46,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\DPDP unconstrained iteration 2 sarvam.txt,DPDP unconstrained iteration 2 sarvam.txt,Sarvam,Data Protection,Unconstrained,2.0,Supplementary,False,2206,14.24,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\DPDP unconstrained iteration 4 sarvam.txt,DPDP unconstrained iteration 4 sarvam.txt,Sarvam,Data Protection,Unconstrained,4.0,Supplementary,False,3013,19.01,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\DPDP unconstrained iteration 5 sarvam.txt,DPDP unconstrained iteration 5 sarvam.txt,Sarvam,Data Protection,Unconstrained,5.0,Supplementary,False,2665,17.22,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\DPDP unconstrained iteration 6 sarvam.txt,DPDP unconstrained iteration 6 sarvam.txt,Sarvam,Data Protection,Unconstrained,6.0,Supplementary,False,3428,22.8,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\DPDP unconstrained iteration 7 sarvam.txt,DPDP unconstrained iteration 7 sarvam.txt,Sarvam,Data Protection,Unconstrained,7.0,Supplementary,False,3280,21.27,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\DPDP unconstrained iteration 8 sarvam.txt,DPDP unconstrained iteration 8 sarvam.txt,Sarvam,Data Protection,Unconstrained,8.0,Supplementary,False,3576,22.47,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\National innovation iteration 1 sarvam.txt,National innovation iteration 1 sarvam.txt,Sarvam,National Security,Innovation,1.0,Supplementary,True,98,0.8,under_3KB|refusal_detected|very_short_output,ai_draft
E:\Research paper\output\sarvam_policy_drafts\National innovation iteration 10 sarvam.txt,National innovation iteration 10 sarvam.txt,Sarvam,National Security,Innovation,10.0,Supplementary,False,2049,13.83,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\National innovation iteration 2 sarvam.txt,National innovation iteration 2 sarvam.txt,Sarvam,National Security,Innovation,2.0,Supplementary,True,137,0.99,under_3KB|refusal_detected,ai_draft
E:\Research paper\output\sarvam_policy_drafts\National innovation iteration 3 sarvam.txt,National innovation iteration 3 sarvam.txt,Sarvam,National Security,Innovation,3.0,Supplementary,False,2253,14.43,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\National innovation iteration 4 sarvam.txt,National innovation iteration 4 sarvam.txt,Sarvam,National Security,Innovation,4.0,Supplementary,False,2608,18.54,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\National innovation iteration 5 sarvam.txt,National innovation iteration 5 sarvam.txt,Sarvam,National Security,Innovation,5.0,Supplementary,False,2256,15.24,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\National innovation iteration 6 sarvam.txt,National innovation iteration 6 sarvam.txt,Sarvam,National Security,Innovation,6.0,Supplementary,True,118,0.89,under_3KB|refusal_detected,ai_draft
E:\Research paper\output\sarvam_policy_drafts\National innovation iteration 7 sarvam.txt,National innovation iteration 7 sarvam.txt,Sarvam,National Security,Innovation,7.0,Supplementary,True,113,0.8,under_3KB|refusal_detected,ai_draft
E:\Research paper\output\sarvam_policy_drafts\National innovation iteration 8 sarvam.txt,National innovation iteration 8 sarvam.txt,Sarvam,National Security,Innovation,8.0,Supplementary,False,1487,9.84,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\National innovation iteration 9 sarvam.txt,National innovation iteration 9 sarvam.txt,Sarvam,National Security,Innovation,9.0,Supplementary,False,1293,9.63,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\National status quo iteration 1 sarvam.txt,National status quo iteration 1 sarvam.txt,Sarvam,National Security,Status Quo,1.0,Supplementary,False,1298,7.96,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\National status quo iteration 10 sarvam.txt,National status quo iteration 10 sarvam.txt,Sarvam,National Security,Status Quo,10.0,Supplementary,True,100,0.67,under_3KB|refusal_detected,ai_draft
E:\Research paper\output\sarvam_policy_drafts\National status quo iteration 3 sarvam.txt,National status quo iteration 3 sarvam.txt,Sarvam,National Security,Status Quo,3.0,Supplementary,False,2394,14.45,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\National status quo iteration 4 sarvam.txt,National status quo iteration 4 sarvam.txt,Sarvam,National Security,Status Quo,4.0,Supplementary,False,1794,11.24,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\National status quo iteration 5 sarvam.txt,National status quo iteration 5 sarvam.txt,Sarvam,National Security,Status Quo,5.0,Supplementary,False,1507,9.29,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\National status quo iteration 6 sarvam.txt,National status quo iteration 6 sarvam.txt,Sarvam,National Security,Status Quo,6.0,Supplementary,False,2126,13.14,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\National status quo iteration 7 sarvam.txt,National status quo iteration 7 sarvam.txt,Sarvam,National Security,Status Quo,7.0,Supplementary,False,2437,14.86,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\National status quo iteration 8 sarvam.txt,National status quo iteration 8 sarvam.txt,Sarvam,National Security,Status Quo,8.0,Supplementary,False,1883,11.36,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\National status quo iteration 9 sarvam.txt,National status quo iteration 9 sarvam.txt,Sarvam,National Security,Status Quo,9.0,Supplementary,False,2791,17.18,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\National unconstrained iteration 1 sarvam.txt,National unconstrained iteration 1 sarvam.txt,Sarvam,National Security,Unconstrained,1.0,Supplementary,True,93,0.67,under_3KB|refusal_detected|very_short_output,ai_draft
E:\Research paper\output\sarvam_policy_drafts\National unconstrained iteration 10 sarvam.txt,National unconstrained iteration 10 sarvam.txt,Sarvam,National Security,Unconstrained,10.0,Supplementary,True,102,0.72,under_3KB|refusal_detected,ai_draft
E:\Research paper\output\sarvam_policy_drafts\National unconstrained iteration 2 sarvam.txt,National unconstrained iteration 2 sarvam.txt,Sarvam,National Security,Unconstrained,2.0,Supplementary,False,1732,11.92,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\National unconstrained iteration 3 sarvam.txt,National unconstrained iteration 3 sarvam.txt,Sarvam,National Security,Unconstrained,3.0,Supplementary,False,1568,10.53,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\National unconstrained iteration 4 sarvam.txt,National unconstrained iteration 4 sarvam.txt,Sarvam,National Security,Unconstrained,4.0,Supplementary,False,95,0.7,under_3KB|very_short_output,ai_draft
E:\Research paper\output\sarvam_policy_drafts\National unconstrained iteration 5 sarvam.txt,National unconstrained iteration 5 sarvam.txt,Sarvam,National Security,Unconstrained,5.0,Supplementary,False,127,0.93,under_3KB,ai_draft
E:\Research paper\output\sarvam_policy_drafts\National unconstrained iteration 6 sarvam.txt,National unconstrained iteration 6 sarvam.txt,Sarvam,National Security,Unconstrained,6.0,Supplementary,False,97,0.72,under_3KB|very_short_output,ai_draft
E:\Research paper\output\sarvam_policy_drafts\National unconstrained iteration 7 sarvam.txt,National unconstrained iteration 7 sarvam.txt,Sarvam,National Security,Unconstrained,7.0,Supplementary,True,91,0.64,under_3KB|refusal_detected|very_short_output,ai_draft
E:\Research paper\output\sarvam_policy_drafts\National unconstrained iteration 8 sarvam.txt,National unconstrained iteration 8 sarvam.txt,Sarvam,National Security,Unconstrained,8.0,Supplementary,False,747,5.42,none,ai_draft
E:\Research paper\output\sarvam_policy_drafts\National unconstrained iteration 9 sarvam.txt,National unconstrained iteration 9 sarvam.txt,Sarvam,National Security,Unconstrained,9.0,Supplementary,False,126,0.93,under_3KB,ai_draft
"E:\Research paper\extracted_text\core_baselines\Air (Prevention and Control of Pollution) Act, 1981.txt","Air (Prevention and Control of Pollution) Act, 1981.txt",Baseline,Air Pollution,,,Baseline,False,6117,39.21,none,core_baseline
"E:\Research paper\extracted_text\core_baselines\Digital Personal Data Protection Act, 2023.txt","Digital Personal Data Protection Act, 2023.txt",Baseline,Data Protection,,,Baseline,False,10670,63.47,none,core_baseline
"E:\Research paper\extracted_text\core_baselines\National Security Act, 1980.txt","National Security Act, 1980.txt",Baseline,National Security,,,Baseline,False,3978,23.5,none,core_baseline
E:\Research paper\extracted_text\broader_corpus\Air pollution\Air-Pollution-report by dpcc.txt,Air-Pollution-report by dpcc.txt,Broader,Air Pollution,,,Broader,False,6872,39.42,none,broader_corpus
E:\Research paper\extracted_text\broader_corpus\Air pollution\Comprehensive-Action-Plan on delhi air pollution.txt,Comprehensive-Action-Plan on delhi air pollution.txt,Broader,Air Pollution,,,Broader,False,5473,36.34,none,broader_corpus
"E:\Research paper\extracted_text\broader_corpus\Air pollution\Environment (Protection) Act, 1986.txt","Environment (Protection) Act, 1986.txt",Broader,Air Pollution,,,Broader,False,4263,27.77,none,broader_corpus
